YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,PRECTOTCORR
2019,3,16,32.12,26,28.53,2.93
2019,3,17,32.96,25.58,28.77,1.84
2019,3,18,32.01,25.49,28.38,2.19
2019,3,19,30.37,25.22,27.39,14.06
2019,3,20,29.95,24.85,27.02,32.07
2019,3,21,30.7,25.48,27.85,1.9
2019,3,22,31.92,25.43,28.16,0.8
2019,3,23,31.56,25.23,27.98,0.36
2019,3,24,31.75,25.81,28.27,0.5
2019,3,25,31.06,25.57,27.96,2.45
2019,3,26,32.05,25.58,28.34,0.17
2019,3,27,31.92,26.07,28.53,0.12
2019,3,28,31.86,25.55,28.32,0.69
2019,3,29,30.9,26.2,28.18,0.43
2019,3,30,31.49,25.3,28.04,0.57
2019,3,31,31.67,25.55,28.31,0.26
2019,4,1,32.03,25.95,28.56,0.05
2019,4,2,30.9,26.44,28.39,0.24
2019,4,3,32.15,26.07,28.76,0.09
2019,4,4,30.95,26.24,28.17,0.59
2019,4,5,28.59,25.1,26.82,1.85
2019,4,6,30.73,24.7,27.38,3.65
2019,4,7,30.4,25.38,27.41,3.53
2019,4,8,30.75,24.84,27.4,4.63
2019,4,9,30.19,25.75,27.37,1.44
2019,4,10,29.85,25.64,27.25,1.76
2019,4,11,29.24,25.69,26.97,2.11
2019,4,12,30.41,25.5,27.46,2.35
2019,4,13,31.4,26.19,28.09,1.6
2019,4,14,29.44,26.35,27.74,3.45
2019,4,15,30.04,26.22,27.98,1.11
2019,4,16,30.93,26.1,28.27,0.67
2019,4,17,31.27,26.01,28.11,0.67
2019,4,18,28.66,25.61,26.6,12.61
2019,4,19,28.57,25.86,27.06,7.38
2019,4,20,30.76,25.64,27.82,3.61
2019,4,21,31.44,25.51,28.14,2.2
2019,4,22,30.17,25.93,27.76,2.48
2019,4,23,29.41,24.94,26.82,16.31
2019,4,24,30.37,25.15,27.51,0.28
2019,4,25,30.74,25.08,27.54,0.52
2019,4,26,31.05,25.73,27.88,1.7
2019,4,27,31.07,26.38,28.35,4.01
2019,4,28,31.75,25.73,28.52,10.34
2019,4,29,31.89,26.44,28.68,16.9
2019,4,30,30.48,26.36,27.93,28.65
2019,5,1,30.28,26.22,27.67,12.35
2019,5,2,29.18,25.99,27.55,3.01
2019,5,3,29.3,26.49,27.49,3.55
2019,5,4,30.33,26.24,27.87,2.45
2019,5,5,30.35,25.99,28.07,2.35
2019,5,6,29.55,26.21,27.73,5.48
2019,5,7,29.16,26.49,27.63,12.25
2019,5,8,27.9,26.19,26.98,17.61
2019,5,9,27.87,25.96,26.65,18.54
2019,5,10,28.65,25.69,26.65,16.64
2019,5,11,27.09,25.25,26.17,9.93
2019,5,12,28.31,25.39,26.53,8.51
2019,5,13,27.61,25.16,25.97,18.65
2019,5,14,27.36,25.07,26.17,7.09
2019,5,15,29.03,24.44,26.35,7.58
2019,5,16,28.89,25.25,26.65,20.52
2019,5,17,26.79,24.96,25.76,8.06
2019,5,18,28.18,24.54,26.11,54.41
2019,5,19,28.21,25.17,26.49,10.52
2019,5,20,27.07,24.77,25.54,16.4
2019,5,21,26.35,24.26,25.24,68.87
2019,5,22,26.27,24.93,25.53,18.29
2019,5,23,28.02,25.07,26.39,6.69
2019,5,24,26.48,24.44,25.47,21.22
2019,5,25,28.18,24.06,25.99,27.79
2019,5,26,27.16,24.79,25.65,18.21
2019,5,27,26.49,24.66,25.44,9.49
2019,5,28,26.52,25.5,25.9,25.47
2019,5,29,26.37,24.64,25.48,16.67
2019,5,30,26.27,24.51,25.52,11.66
2019,5,31,28.99,24.98,26.49,3.5
2019,6,1,28.54,25.15,26.5,3.72
2019,6,2,28.3,25.4,26.47,3.98
2019,6,3,29.04,25.27,26.67,1.33
2019,6,4,27.79,24.83,26.23,3.86
2019,6,5,28.16,25.53,26.57,6.71
2019,6,6,27.94,25.69,26.61,10.99
2019,6,7,27.66,25.37,26.21,5.58
2019,6,8,27.17,24.99,25.91,9.74
2019,6,9,28.22,24.72,26.15,19.98
2019,6,10,27.91,25.22,26.2,27.56
2019,6,11,28.35,25.29,26.56,7.8
2019,6,12,27.45,25.51,26.16,25.46
2019,6,13,26.41,25.12,25.73,12.45
2019,6,14,28.72,25.09,26.75,3.96
2019,6,15,29.37,25.72,27.2,2.81
2019,6,16,29.36,25.47,27.08,2.25
2019,6,17,28.99,25.74,27.32,3.05
2019,6,18,29.5,25.79,27.6,4.29
2019,6,19,28.73,26.35,27.41,6.26
2019,6,20,28.26,26.2,27,5.19
2019,6,21,29.15,26.29,27.34,119.33
2019,6,22,28.84,25.97,27.04,5.49
2019,6,23,28.54,25.46,26.7,5.73
2019,6,24,27.12,25.55,26.38,47.49
2019,6,25,28.76,25.51,27,14.83
2019,6,26,29.34,25.05,27.12,3.33
2019,6,27,29.29,25.85,27.15,5.42
2019,6,28,28.05,25.82,26.78,11.76
2019,6,29,27.4,25.18,26.25,73.62
2019,6,30,28.2,25.54,26.76,10.55
2019,7,1,28.28,25.63,26.76,10.7
2019,7,2,27.78,25.63,26.54,10.95
2019,7,3,27.5,24.83,26.07,42.47
2019,7,4,29.02,25.43,26.92,2.36
2019,7,5,28.56,24.86,26.57,2.3
2019,7,6,27.86,24.84,26.4,6
2019,7,7,29.43,25.84,27.23,10.55
2019,7,8,27.13,25.05,25.87,76.37
2019,7,9,27.83,24.41,26.03,6.23
2019,7,10,28.82,24.76,26.44,3
2019,7,11,28.9,25.19,26.64,2.47
2019,7,12,27.8,25.34,26.2,3.09
2019,7,13,26.93,24.83,25.84,19.39
2019,7,14,26.77,24.93,25.82,6.39
2019,7,15,27.15,24.96,25.87,25.29
2019,7,16,28.61,24.67,26.54,7.77
2019,7,17,28.17,24.87,26.45,10.62
2019,7,18,27.94,25.42,26.49,12.6
2019,7,19,28.17,25.07,26.56,11.59
2019,7,20,29.7,25.34,27.37,2.49
2019,7,21,28.85,26.09,27.37,3.93
2019,7,22,28.57,25.67,26.92,6.7
2019,7,23,27.96,24.35,25.98,36.22
2019,7,24,28.05,25.05,26.42,5.38
2019,7,25,28.34,24.27,26.12,2.14
2019,7,26,28.11,24.17,26.06,1.37
2019,7,27,29.2,24.35,26.53,1.04
2019,7,28,29.4,24.87,26.9,20.15
2019,7,29,28.83,25.31,26.78,0.94
2019,7,30,29.21,24.42,26.78,0.14
2019,7,31,29.14,24.48,26.52,0.26
2019,8,1,29.57,25.15,27.12,3.51
2019,8,2,28.74,25.79,27.07,22.01
2019,8,3,27.53,25.26,26.17,36.63
2019,8,4,28.26,24.68,26.39,3.62
2019,8,5,29.55,24.66,26.76,3.19
2019,8,6,28.99,24.54,26.5,10.97
2019,8,7,27.11,25.5,26.2,15.29
2019,8,8,27.45,25.86,26.45,8.09
2019,8,9,29.79,25.13,27.26,9.03
2019,8,10,28.37,25.76,26.97,17.12
2019,8,11,28.44,25.17,26.71,21.71
2019,8,12,27.78,25.3,26.48,23.37
2019,8,13,28.19,25.05,26.36,11.48
2019,8,14,27.43,25.5,26.25,18.6
2019,8,15,26.63,24.64,25.58,12.38
2019,8,16,26.3,24.38,25.17,15.26
2019,8,17,27.43,24.57,25.72,5.44
2019,8,18,27.32,25.28,25.91,16.19
2019,8,19,27.58,24.59,25.7,10.06
2019,8,20,26.37,24.84,25.5,32.52
2019,8,21,26.85,24.07,25.34,18.63
2019,8,22,28.81,24.74,26.59,2.56
2019,8,23,29.39,25.06,27.05,2.41
2019,8,24,29.43,24.82,26.99,4.58
2019,8,25,28.94,25.33,26.77,6.03
2019,8,26,28.68,25.52,26.86,8.99
2019,8,27,28.9,24.88,26.76,3.51
2019,8,28,28.7,25.64,26.88,4.72
2019,8,29,28.24,24.97,26.4,10.54
2019,8,30,27.78,24.44,26.03,11.28
2019,8,31,28.28,25.39,26.4,7.05
2019,9,1,28.42,25.23,26.49,10.44
2019,9,2,28.92,25.25,26.56,4.39
2019,9,3,28.55,25.18,26.46,50.02
2019,9,4,26.95,24.65,25.79,79.3
2019,9,5,28.45,24.11,26.18,7.78
2019,9,6,27.71,24.58,26.03,15.95
2019,9,7,27.54,25.34,26.3,17.8
2019,9,8,27.7,24.96,26.11,42.11
2019,9,9,27.45,24.96,26.07,26.39
2019,9,10,29.11,24.58,26.79,2
2019,9,11,28.9,25.03,26.86,5.19
2019,9,12,28.08,24.99,26.39,13.98
2019,9,13,27.03,25.65,26.18,14.58
2019,9,14,26.79,25.04,25.71,35.07
2019,9,15,27.44,24.94,25.84,10.12
2019,9,16,26.77,24.72,25.32,15.94
2019,9,17,27.27,24.62,25.81,14.44
2019,9,18,29.68,24.35,26.82,5.73
2019,9,19,28.1,24.66,26.08,21.08
2019,9,20,25.88,23.76,25.07,13.9
2019,9,21,25.77,23.6,24.57,14.34
2019,9,22,26.8,24.33,25.46,6.01
2019,9,23,26.51,24.93,25.59,11.71
2019,9,24,27.08,24.56,25.78,15.22
2019,9,25,26.13,24.85,25.52,11.84
2019,9,26,27.49,24.66,25.73,11.7
2019,9,27,27.32,24.47,25.6,12.47
2019,9,28,26.18,24.47,25.21,17.67
2019,9,29,29.08,24.95,26.71,3.05
2019,9,30,28.04,24.61,25.99,3.97
2019,10,1,25.65,24.58,25.01,10.44
2019,10,2,26.75,24.69,25.47,12.44
2019,10,3,26.47,24.71,25.43,34.91
2019,10,4,26.29,24.63,25.31,14.14
2019,10,5,26.29,24.86,25.47,20.48
2019,10,6,26.15,24.78,25.42,10.76
2019,10,7,26.4,24.83,25.45,11.18
2019,10,8,26.54,24.82,25.52,46.77
2019,10,9,26.05,24.94,25.5,43.14
2019,10,10,26.67,25,25.72,17.39
2019,10,11,26.91,24.54,25.54,8.14
2019,10,12,25.89,24.45,25,11.1
2019,10,13,25.55,24.2,24.75,28.85
2019,10,14,25.63,24.01,24.71,23.42
2019,10,15,25.38,24.12,24.64,14.01
2019,10,16,27.16,23.68,25.3,4.78
2019,10,17,26.56,24.75,25.53,9.74
2019,10,18,26.85,25.03,25.68,6.31
2019,10,19,26.35,24.73,25.43,17.37
2019,10,20,25.83,24.04,24.77,24.14
2019,10,21,25.26,23.65,24.36,28.06
2019,10,22,27.22,23.78,25.29,9.31
2019,10,23,26.45,24.49,25.28,14.23
2019,10,24,27.04,24.21,25.39,71.01
2019,10,25,25.88,24.47,25.2,17.98
2019,10,26,25.67,24.59,25.07,9.81
2019,10,27,28.18,24.52,25.99,7.36
2019,10,28,27.95,24.78,26.01,12.55
2019,10,29,27.66,25,25.83,20.23
2019,10,30,25.94,24.8,25.26,39.99
2019,10,31,26.25,24.23,25.08,13.86
2019,11,1,28.57,24.08,25.9,13.23
2019,11,2,27.5,24.85,25.81,16.5
2019,11,3,28.4,24.46,26.18,9.22
2019,11,4,28.63,24.51,26.35,6.6
2019,11,5,28.51,24.13,26.27,3.76
2019,11,6,26.99,24.61,25.85,13.28
2019,11,7,28.14,24.37,26.07,6.32
2019,11,8,28.18,24.91,26.35,5.7
2019,11,9,28.42,25.16,26.45,7.01
2019,11,10,27.97,24.84,26.2,6.64
2019,11,11,27.49,24.5,25.65,6.67
2019,11,12,28.54,24.07,25.75,5.43
2019,11,13,26.87,23.98,25.14,13.3
2019,11,14,26.37,23.76,24.88,8.95
2019,11,15,27.49,24.01,25.49,20
2019,11,16,27.88,24.31,25.84,17.44
2019,11,17,27.9,24.53,25.88,3.28
2019,11,18,27.93,23.83,25.62,3
2019,11,19,26.07,24.16,25.05,5.1
2019,11,20,27.8,24.32,25.72,3.77
2019,11,21,27.82,23.8,25.54,0.86
2019,11,22,27.31,22.91,25.1,1.28
2019,11,23,27.62,24.54,25.73,1.57
2019,11,24,28.32,23.48,25.93,1.39
2019,11,25,27.83,24.38,25.91,4.85
2019,11,26,28.9,24.17,26.41,3.17
2019,11,27,28.65,25.25,26.62,9.09
2019,11,28,27.21,25.26,26.15,22.72
2019,11,29,26.72,25.18,25.89,45.58
2019,11,30,28.29,24.65,26.15,10.31
2019,12,1,27.98,23.71,25.65,6.99
2019,12,2,28.53,24.02,26.05,2.02
2019,12,3,28.14,24.41,26.09,3.4
2019,12,4,28.58,23.46,25.99,2.85
2019,12,5,28.06,24.43,26.16,4.15
2019,12,6,27.01,24.94,25.84,4.91
2019,12,7,27.86,24.75,25.97,1.64
2019,12,8,28.41,23.71,25.92,0.51
2019,12,9,28.03,24.61,26.08,0.77
2019,12,10,28.32,24.46,26.21,0.7
2019,12,11,28.31,23.64,25.84,0.4
2019,12,12,28.18,24.11,25.97,1.65
2019,12,13,27.77,24.02,25.71,2.43
2019,12,14,26.89,23.53,25.15,2.39
2019,12,15,28.16,23.86,25.84,1.95
2019,12,16,28.11,23.36,25.73,0.55
2019,12,17,28.75,24.14,26.34,2.31
2019,12,18,27.82,24.82,26.15,3.98
2019,12,19,28.02,24.45,26.15,4.66
2019,12,20,28.25,25.28,26.55,3.16
2019,12,21,28.46,25.24,26.63,10.59
2019,12,22,27.51,25.07,26.27,52.1
2019,12,23,28.01,25,26.24,20.12
2019,12,24,28.69,24.51,26.43,7.84
2019,12,25,28.97,24.94,26.63,8.12
2019,12,26,29.21,24.95,26.8,4.64
2019,12,27,29.18,24.68,26.77,4.79
2019,12,28,28.4,25.18,26.52,5.08
2019,12,29,27.65,24.91,26.14,4.89
2019,12,30,28.54,24.81,26.37,1.71
2019,12,31,28.4,24.75,26.32,1.8
2020,1,1,28.02,24.17,25.87,0.33
2020,1,2,27.13,24.34,25.59,1.29
2020,1,3,27.95,24.93,26.17,0.98
2020,1,4,28.77,24.91,26.58,0.26
2020,1,5,28.86,24.54,26.61,2
2020,1,6,28.74,24.35,26.27,4.63
2020,1,7,28.46,23.87,26.01,0.61
2020,1,8,29.28,24.85,26.68,2.67
2020,1,9,29.15,25,26.84,0.21
2020,1,10,29.55,24.92,26.87,0.13
2020,1,11,29.18,24.7,26.81,2.82
2020,1,12,29.61,24.99,26.9,2.77
2020,1,13,29.65,25.2,27.09,1.07
2020,1,14,29.7,25.53,27.11,1.29
2020,1,15,29.2,25.43,26.93,1.17
2020,1,16,29.37,24.81,26.93,0.68
2020,1,17,30.08,25.19,27.35,1.59
2020,1,18,29.88,25.79,27.56,3.13
2020,1,19,30.41,25.68,27.62,8.33
2020,1,20,28.9,25.35,26.84,28.32
2020,1,21,28.08,25.16,26.39,2.96
2020,1,22,27.67,24.14,25.66,2.35
2020,1,23,28.18,23.76,25.81,1.95
2020,1,24,28.71,23.98,26.38,1.27
2020,1,25,28.87,24.29,26.37,1.79
2020,1,26,28.85,24.14,26.31,1
2020,1,27,27.94,25.07,26.23,0.85
2020,1,28,27.74,24.78,26.02,2.78
2020,1,29,27.67,24.99,26.1,12.98
2020,1,30,28.09,24.86,26.17,23.11
2020,1,31,28.27,23.73,25.86,3.23
2020,2,1,29.06,23.07,26.1,1.13
2020,2,2,29.74,25.14,27.02,2.2
2020,2,3,27.76,25.41,26.51,0.5
2020,2,4,29.53,24.71,26.96,0.56
2020,2,5,29.24,25.19,27.01,0.22
2020,2,6,28.6,24.69,26.76,0.66
2020,2,7,28.77,25.44,26.84,1.77
2020,2,8,29.83,24.51,26.86,1.09
2020,2,9,30.08,24.64,26.93,0.22
2020,2,10,30.28,24.22,27.01,0.11
2020,2,11,29.51,24.92,26.96,0.44
2020,2,12,29.6,24.74,26.95,1.23
2020,2,13,30.06,24.84,27.23,2.28
2020,2,14,29.79,25.14,27.15,1.36
2020,2,15,30.61,25.44,27.53,0.16
2020,2,16,29.92,25,27.2,0.32
2020,2,17,30.22,25.42,27.56,0.12
2020,2,18,30.44,25.99,27.9,0.09
2020,2,19,30.29,26.52,28.07,0.37
2020,2,20,29.85,25.76,27.47,1.73
2020,2,21,30.33,24.73,26.95,1.92
2020,2,22,30.03,24.63,27.1,0.25
2020,2,23,30.56,23.92,26.93,0.08
2020,2,24,29.56,24.57,26.71,0.19
2020,2,25,28.73,24.96,26.65,0.51
2020,2,26,28.77,25.46,26.79,0.55
2020,2,27,29.76,25.02,27.03,0.88
2020,2,28,30.8,25,27.52,0.13
2020,2,29,30.97,26.17,28.13,0.21
2020,3,1,30.8,25.55,27.64,0.29
2020,3,2,29.94,23.77,26.73,0.07
2020,3,3,30.3,24.62,27.32,0.09
2020,3,4,29.97,24.71,27.13,0.06
2020,3,5,30.89,24.21,27.45,0.06
2020,3,6,30.5,24.81,27.45,0.15
2020,3,7,31.45,25.39,28.11,0.06
2020,3,8,31.51,25.35,28.24,0.02
2020,3,9,31.87,25.87,28.43,0.04
2020,3,10,31.77,25.44,28.17,0.04
2020,3,11,30.66,25.36,27.76,0.47
2020,3,12,29.94,25.06,27.32,1.8
2020,3,13,30.24,24.77,27.28,2.76
2020,3,14,30.9,25.19,27.79,0.81
2020,3,15,30.88,24.99,27.71,0.6
2020,3,16,31.04,25.37,27.77,0.26
2020,3,17,30.88,25.33,27.91,0.52
2020,3,18,31.8,25.35,28.28,0.29
2020,3,19,31.77,25.41,28.34,0.14
2020,3,20,31.18,25.29,27.92,0.16
2020,3,21,31.34,25.14,27.94,0.2
2020,3,22,31.66,24.87,27.95,0.27
2020,3,23,31.1,26.12,28.13,0.49
2020,3,24,31.32,25.37,27.99,0.93
2020,3,25,31.23,25.03,27.9,1
2020,3,26,30.74,25.46,27.78,1.1
2020,3,27,31.03,25.36,27.96,0.07
2020,3,28,31,24.72,27.52,2.21
2020,3,29,30.73,24.7,27.61,1.58
2020,3,30,31.11,25.01,27.77,1.15
2020,3,31,30.84,25.2,27.72,0.39
2020,4,1,30.25,25.74,27.71,1.77
2020,4,2,29.54,25.06,27.12,2.04
2020,4,3,30.23,24.51,27.31,1.17
2020,4,4,31.66,24.97,28.19,0.37
2020,4,5,31.03,25.62,28.18,1.04
2020,4,6,30.97,25.57,28.18,2.05
2020,4,7,31.9,26.51,28.88,2.92
2020,4,8,31.56,26.9,28.83,0.87
2020,4,9,32.21,26.65,28.89,0.58
2020,4,10,31.58,25.67,28.23,3.59
2020,4,11,29.86,26.01,27.71,3.24
2020,4,12,30.46,25.25,27.44,12.14
2020,4,13,29.44,25.45,26.93,85.64
2020,4,14,29.1,25.64,27.01,35.44
2020,4,15,28.73,24.84,26.34,26.14
2020,4,16,29.3,24.71,26.91,29.07
2020,4,17,30.37,24.45,27.03,0.77
2020,4,18,29.53,24.46,26.82,0.42
2020,4,19,28.95,24.48,26.42,2.19
2020,4,20,29.07,25.02,26.82,0.65
2020,4,21,29.71,25.44,27.07,3.92
2020,4,22,29.79,25.35,27.36,1.08
2020,4,23,29.09,25.37,26.85,8.62
2020,4,24,28.58,25.15,26.58,12.27
2020,4,25,29.58,25.09,27.15,4.07
2020,4,26,29.14,25,26.8,11.41
2020,4,27,29.95,25.03,27.19,7.38
2020,4,28,30.2,25.52,27.34,7.55
2020,4,29,28.8,25.19,26.54,12.4
2020,4,30,28.65,24.77,26.33,3.83
2020,5,1,29.37,24.63,26.76,2.68
2020,5,2,29.83,25.41,27.26,1.6
2020,5,3,29.69,25.39,27.29,0.23
2020,5,4,30.32,25.91,27.75,1.18
2020,5,5,28.5,25.77,26.99,4.91
2020,5,6,30.46,25.76,27.59,3.36
2020,5,7,29.62,25.89,27.29,12.63
2020,5,8,28.74,26.05,27.13,6.39
2020,5,9,28.18,25.47,26.63,7.29
2020,5,10,29.21,25.95,27.49,5.65
2020,5,11,29.37,26.15,27.55,1.05
2020,5,12,29.05,25.44,27.03,0.46
2020,5,13,29.3,25.21,26.92,0.51
2020,5,14,29.59,25.23,26.93,7.42
2020,5,15,29.33,25.08,26.77,2.07
2020,5,16,29.46,25.67,27.12,12.1
2020,5,17,29.11,26.07,27.05,7.68
2020,5,18,28.55,25.71,26.73,19.33
2020,5,19,27.83,25.28,26.34,12.81
2020,5,20,27.27,24.97,26.03,7.93
2020,5,21,27.85,25.49,26.42,2.92
2020,5,22,29.32,25.76,27.25,8.93
2020,5,23,28.45,26.07,26.98,8.79
2020,5,24,28.53,26.27,27.12,14.35
2020,5,25,27.14,26.26,26.7,19.9
2020,5,26,28.29,26.18,27.1,12.93
2020,5,27,29.05,26.07,27.3,74.28
2020,5,28,27.73,25.19,26.3,10.43
2020,5,29,27.59,24.8,25.7,2.82
2020,5,30,26.55,24.31,25.28,7.28
2020,5,31,27.35,24.12,25.52,8.43
2020,6,1,27.27,24.96,25.84,30.25
2020,6,2,25.56,24.45,25.1,38.07
2020,6,3,27.2,23.96,25.69,7.26
2020,6,4,27.05,24.32,25.37,11.34
2020,6,5,28.38,24.55,26.25,14.36
2020,6,6,29.09,25.43,26.95,5.3
2020,6,7,28.97,25.44,26.97,5.8
2020,6,8,28.24,25.48,26.65,8.49
2020,6,9,27.51,25.5,26.29,58.82
2020,6,10,26.96,24.86,25.78,15.51
2020,6,11,28.19,24.66,26.18,4.45
2020,6,12,26.14,24.4,25.26,14.62
2020,6,13,26.8,24.33,25.44,15.16
2020,6,14,27.37,24.97,25.92,16.66
2020,6,15,26.79,24.55,25.69,22.38
2020,6,16,27.04,25.17,26.04,8.11
2020,6,17,27.98,25.3,26.44,3.28
2020,6,18,28.11,24.87,26.22,11.76
2020,6,19,28.83,25.34,26.52,12.2
2020,6,20,27.72,25.3,26.36,66.5
2020,6,21,27.99,25.2,26.39,10.17
2020,6,22,28.71,24.37,26.38,4.88
2020,6,23,27.93,25.77,26.62,9.06
2020,6,24,28.53,25.28,26.67,11.06
2020,6,25,28.45,24.95,26.55,5.96
2020,6,26,29.13,24.69,26.53,6.8
2020,6,27,26.94,25.35,25.98,81.98
2020,6,28,27.58,25,25.96,19.51
2020,6,29,28.21,24.37,26.12,6.45
2020,6,30,28.18,24.17,25.83,25.49
2020,7,1,27.58,23.69,25.51,10.66
2020,7,2,26.87,25.07,25.6,24.4
2020,7,3,27.64,24.58,26,25.6
2020,7,4,27.2,24.86,25.8,5.66
2020,7,5,27.01,24.98,25.85,22.3
2020,7,6,26.47,24.58,25.57,2.26
2020,7,7,28.99,24.26,26.23,0.61
2020,7,8,27.12,23.9,25.46,1.77
2020,7,9,26.54,23.38,24.87,2.82
2020,7,10,26.88,24.7,25.66,31.89
2020,7,11,27.5,24.45,25.75,17.31
2020,7,12,27.86,24.4,25.84,3.41
2020,7,13,27.34,24.51,25.65,7.02
2020,7,14,28.13,24.49,26.09,4.56
2020,7,15,27.57,24.15,25.82,2.09
2020,7,16,28.14,24.56,26.12,0.75
2020,7,17,28.58,24.38,26.33,0.49
2020,7,18,28.38,24.22,26.2,2.82
2020,7,19,28,24.97,26.12,5.29
2020,7,20,27.81,24.72,26.01,6.89
2020,7,21,26.62,24.36,25.25,24.46
2020,7,22,28.4,23.74,25.84,22.69
2020,7,23,28.57,24.48,26.04,14.96
2020,7,24,26.95,24.29,25.33,38.15
2020,7,25,26.85,24.28,25.3,45.47
2020,7,26,27.35,24.73,25.7,13.66
2020,7,27,27.28,24.53,25.69,7.35
2020,7,28,27.82,24.83,26.08,55.5
2020,7,29,28.33,24.8,26.45,1.75
2020,7,30,28.39,24.82,26.56,1.06
2020,7,31,29.02,24.92,26.92,1.15
2020,8,1,28.72,25.25,26.67,1.86
2020,8,2,28.43,25.13,26.5,10.55
2020,8,3,27.92,25.2,26.5,2.32
2020,8,4,27.98,25.55,26.43,13.07
2020,8,5,27.33,25.42,25.98,77.49
2020,8,6,27.97,24.96,26.18,8.39
2020,8,7,27.87,24.81,26.21,0.59
2020,8,8,28.61,24.44,26.51,2.13
2020,8,9,27.36,25.56,26.41,3.92
2020,8,10,28.02,24.99,26.31,42.68
2020,8,11,27.77,25.35,26.32,11.63
2020,8,12,29.04,25.1,26.87,3.94
2020,8,13,27.85,25.46,26.5,10.59
2020,8,14,27.6,24.72,26.09,11.88
2020,8,15,26.55,24.73,25.49,14.26
2020,8,16,26.52,24.31,25.32,22.44
2020,8,17,28.22,24.2,26.07,4.99
2020,8,18,28.03,24.54,26.13,7.22
2020,8,19,27.16,24.69,25.79,30.21
2020,8,20,25.92,25.12,25.48,28.89
2020,8,21,25.99,24.93,25.48,14.23
2020,8,22,26.51,24.88,25.5,9.78
2020,8,23,26.94,24.59,25.51,6.88
2020,8,24,27.92,24.49,25.92,37.7
2020,8,25,26.53,24.68,25.38,65.44
2020,8,26,25.53,24.24,24.82,16.64
2020,8,27,26.85,24.45,25.34,17.84
2020,8,28,27.3,24.42,25.62,24.71
2020,8,29,27.78,24.79,26.02,6.93
2020,8,30,27.6,24,25.58,3.55
2020,8,31,27.63,23.17,25.37,3.56
2020,9,1,27.98,23.68,25.64,4.13
2020,9,2,26.66,24.36,25.33,15.01
2020,9,3,26.16,24.6,25.19,25.14
2020,9,4,25.79,24.72,25.23,8.81
2020,9,5,27.1,24.22,25.64,17.74
2020,9,6,27.49,24.91,25.84,8.06
2020,9,7,26.49,24.65,25.48,36.87
2020,9,8,26.78,24.28,25.25,2.95
2020,9,9,26.04,23.89,24.91,24.23
2020,9,10,27.62,23.93,25.65,12.19
2020,9,11,27.79,25.15,26.04,6.52
2020,9,12,26.42,25.09,25.7,41.85
2020,9,13,26.76,25.19,25.77,24.85
2020,9,14,26.51,25.3,25.75,29.53
2020,9,15,27.35,25,25.92,7.36
2020,9,16,28.27,24.78,26.12,11.08
2020,9,17,27.33,24.34,25.64,13.37
2020,9,18,27.27,23.94,25.33,1.81
2020,9,19,27.81,24.31,25.74,2.62
2020,9,20,26.02,24.9,25.38,18.75
2020,9,21,27.69,23.94,25.67,4.99
2020,9,22,27.72,24.57,25.93,1.83
2020,9,23,27.3,24.44,25.67,19.09
2020,9,24,26.54,24.68,25.44,36.21
2020,9,25,26.64,24.57,25.31,33.89
2020,9,26,27.2,24.02,25.28,16.6
2020,9,27,26.17,24.14,25.15,11.86
2020,9,28,26.78,23.86,25.13,6.51
2020,9,29,26.88,24.22,25.32,5.49
2020,9,30,27.19,24.48,25.54,11.82
2020,10,1,25.86,24.14,24.89,11.94
2020,10,2,25.87,24.2,24.88,56.99
2020,10,3,26.07,24.24,24.84,14.19
2020,10,4,26.01,24.08,24.96,10.79
2020,10,5,25.87,24.44,25.02,34
2020,10,6,26.05,24.4,25.17,26.77
2020,10,7,26.04,24.22,25.08,30.73
2020,10,8,27.11,23.64,25.21,19.21
2020,10,9,27.3,24.54,25.66,7.75
2020,10,10,28.27,24.38,26.2,7.28
2020,10,11,27.91,24.2,25.93,6.02
2020,10,12,27.15,24.52,25.66,19.58
2020,10,13,27.02,24.58,25.52,32.05
2020,10,14,27.56,24.16,25.43,23.44
2020,10,15,26.99,23.86,25.23,5.57
2020,10,16,27.62,24.46,25.76,11.78
2020,10,17,28.98,24.33,26.29,11.32
2020,10,18,27.81,24.81,26.07,12.75
2020,10,19,26.2,24.9,25.63,13.21
2020,10,20,26.26,25.28,25.68,15.7
2020,10,21,25.93,24.66,25.33,18.86
2020,10,22,27,24.3,25.39,3.77
2020,10,23,26.87,24.43,25.54,2.52
2020,10,24,26.8,25.09,25.68,4.53
2020,10,25,25.98,24.7,25.32,10.34
2020,10,26,26.36,24.47,25.11,6.73
2020,10,27,27.33,24.3,25.68,1.48
2020,10,28,27.22,24.54,25.71,3.65
2020,10,29,27.31,24.6,25.82,3.59
2020,10,30,26.21,24.37,25.33,18.86
2020,10,31,25.97,24.79,25.25,22
2020,11,1,26.84,24.29,25.43,6.24
2020,11,2,25.67,23.87,24.51,39.32
2020,11,3,25.68,23.68,24.58,132.29
2020,11,4,25.89,24.47,25,201.51
2020,11,5,25.86,23.93,24.68,48.21
2020,11,6,25.09,23.48,24.1,6.75
2020,11,7,25.8,23.37,24.37,1.48
2020,11,8,26.36,23.55,24.76,1.68
2020,11,9,26.53,24.09,25.07,3.98
2020,11,10,24.99,24.08,24.43,20.49
2020,11,11,25.61,24.01,24.69,10.74
2020,11,12,27.49,24.16,25.52,2.36
2020,11,13,27.25,24.14,25.39,10.18
