adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-01-06,2019-01-12,2019,39,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-02,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-01-13,2019-01-19,2019,27,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-03,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-01-20,2019-01-26,2019,35,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-04,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-01-27,2019-02-02,2019,35,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-05,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-02-03,2019-02-09,2019,35,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-06,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-02-10,2019-02-16,2019,43,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-07,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-02-17,2019-02-23,2019,55,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-08,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-02-24,2019-03-02,2019,57,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-09,PAHO
COSTA RICA,ALAJUELA,VALVERDE VEGA,"COSTA RICA, ALAJUELA, VALVERDE VEGA",CRI,14484,CR-A,NA,2016-01-01,2016-12-31,2016,26,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,EL GUARCO,"COSTA RICA, CARTAGO, EL GUARCO",CRI,14487,CR-C,NA,2016-01-01,2016-12-31,2016,6,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,LA UNION,"COSTA RICA, CARTAGO, LA UNION",CRI,14489,CR-C,NA,2016-01-01,2016-12-31,2016,14,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,OREAMUNO,"COSTA RICA, CARTAGO, OREAMUNO",CRI,14490,CR-C,NA,2016-01-01,2016-12-31,2016,2,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,PARAISO,"COSTA RICA, CARTAGO, PARAISO",CRI,14491,CR-C,NA,2016-01-01,2016-12-31,2016,8,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,CARTAGO,TURRIALBA,"COSTA RICA, CARTAGO, TURRIALBA",CRI,14492,CR-C,NA,2016-01-01,2016-12-31,2016,96,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,ABANGARES,"COSTA RICA, GUANACASTE, ABANGARES",CRI,14493,CR-G,NA,2016-01-01,2016-12-31,2016,444,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,BAGACES,"COSTA RICA, GUANACASTE, BAGACES",CRI,14494,CR-G,NA,2016-01-01,2016-12-31,2016,366,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,CANAS,"COSTA RICA, GUANACASTE, CANAS",CRI,14495,CR-G,NA,2016-01-01,2016-12-31,2016,776,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,CARRILLO,"COSTA RICA, GUANACASTE, CARRILLO",CRI,14496,CR-G,NA,2016-01-01,2016-12-31,2016,866,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,HOJANCHA,"COSTA RICA, GUANACASTE, HOJANCHA",CRI,14497,CR-G,NA,2016-01-01,2016-12-31,2016,142,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,LA CRUZ,"COSTA RICA, GUANACASTE, LA CRUZ",CRI,14498,CR-G,NA,2016-01-01,2016-12-31,2016,186,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,LIBERIA,"COSTA RICA, GUANACASTE, LIBERIA",CRI,14499,CR-G,NA,2016-01-01,2016-12-31,2016,488,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,NANDAYURE,"COSTA RICA, GUANACASTE, NANDAYURE",CRI,14500,CR-G,NA,2016-01-01,2016-12-31,2016,282,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,NICOYA,"COSTA RICA, GUANACASTE, NICOYA",CRI,14501,CR-G,NA,2016-01-01,2016-12-31,2016,776,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,SANTA CRUZ,"COSTA RICA, GUANACASTE, SANTA CRUZ",CRI,14502,CR-G,NA,2016-01-01,2016-12-31,2016,1222,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,GUANACASTE,TILARAN,"COSTA RICA, GUANACASTE, TILARAN",CRI,14503,CR-G,NA,2016-01-01,2016-12-31,2016,40,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,BARVA,"COSTA RICA, HEREDIA, BARVA",CRI,14504,CR-H,NA,2016-01-01,2016-12-31,2016,72,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,BELEN,"COSTA RICA, HEREDIA, BELEN",CRI,14505,CR-H,NA,2016-01-01,2016-12-31,2016,150,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,FLORES,"COSTA RICA, HEREDIA, FLORES",CRI,14506,CR-H,NA,2016-01-01,2016-12-31,2016,114,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SAN ISIDRO,"COSTA RICA, HEREDIA, SAN ISIDRO",CRI,14508,CR-H,NA,2016-01-01,2016-12-31,2016,28,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SAN PABLO,"COSTA RICA, HEREDIA, SAN PABLO",CRI,14509,CR-H,NA,2016-01-01,2016-12-31,2016,80,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SAN RAFAEL,"COSTA RICA, HEREDIA, SAN RAFAEL",CRI,14510,CR-H,NA,2016-01-01,2016-12-31,2016,66,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SANTA BARBARA,"COSTA RICA, HEREDIA, SANTA BARBARA",CRI,14511,CR-H,NA,2016-01-01,2016-12-31,2016,118,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SANTO DOMINGO,"COSTA RICA, HEREDIA, SANTO DOMINGO",CRI,14512,CR-H,NA,2016-01-01,2016-12-31,2016,114,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,HEREDIA,SARAPIQUI,"COSTA RICA, HEREDIA, SARAPIQUI",CRI,14513,CR-H,NA,2016-01-01,2016-12-31,2016,1246,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,LIMON,GUACIMO,"COSTA RICA, LIMON, GUACIMO",CRI,14514,CR-L,NA,2016-01-01,2016-12-31,2016,294,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,LIMON,MATINA,"COSTA RICA, LIMON, MATINA",CRI,14516,CR-L,NA,2016-01-01,2016-12-31,2016,220,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,LIMON,POCOCI,"COSTA RICA, LIMON, POCOCI",CRI,14517,CR-L,NA,2016-01-01,2016-12-31,2016,1444,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2012-01-01,2012-12-31,2012,22243,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
COSTA RICA,ALAJUELA,ALFARO RUIZ,"COSTA RICA, ALAJUELA, ALFARO RUIZ",CRI,14471,CR-A,NA,2013-01-01,2013-12-31,2013,4,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,ATENAS,"COSTA RICA, ALAJUELA, ATENAS",CRI,14472,CR-A,NA,2013-01-01,2013-12-31,2013,3722,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,GRECIA,"COSTA RICA, ALAJUELA, GRECIA",CRI,14473,CR-A,NA,2013-01-01,2013-12-31,2013,846,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,GUATUSO,"COSTA RICA, ALAJUELA, GUATUSO",CRI,14474,CR-A,NA,2013-01-01,2013-12-31,2013,30,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,LOS CHILES,"COSTA RICA, ALAJUELA, LOS CHILES",CRI,14475,CR-A,NA,2013-01-01,2013-12-31,2013,10,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,NARANJO,"COSTA RICA, ALAJUELA, NARANJO",CRI,14476,CR-A,NA,2013-01-01,2013-12-31,2013,68,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,OROTINA,"COSTA RICA, ALAJUELA, OROTINA",CRI,14477,CR-A,NA,2013-01-01,2013-12-31,2013,3304,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,PALMARES,"COSTA RICA, ALAJUELA, PALMARES",CRI,14478,CR-A,NA,2013-01-01,2013-12-31,2013,152,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,POAS,"COSTA RICA, ALAJUELA, POAS",CRI,14479,CR-A,NA,2013-01-01,2013-12-31,2013,392,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,SAN CARLOS,"COSTA RICA, ALAJUELA, SAN CARLOS",CRI,14480,CR-A,NA,2013-01-01,2013-12-31,2013,666,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,SAN MATEO,"COSTA RICA, ALAJUELA, SAN MATEO",CRI,14481,CR-A,NA,2013-01-01,2013-12-31,2013,368,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,ALAJUELA,SAN RAMON,"COSTA RICA, ALAJUELA, SAN RAMON",CRI,14482,CR-A,NA,2013-01-01,2013-12-31,2013,136,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,SAN JOSE,ASERRI,"COSTA RICA, SAN JOSE, ASERRI",CRI,14533,CR-SJ,NA,2016-01-01,2016-12-31,2016,68,Total,Admin2,Year,WHOPAHO-CRI-20132019-Y01-00,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2019-12-29,2020-01-04,2019,101,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-01,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-01-01,2020-12-31,2020,10056,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-01-05,2020-01-11,2020,165,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-02,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-01-12,2020-01-18,2020,159,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-03,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-01-19,2020-01-25,2020,173,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-04,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-01-26,2020-02-01,2020,179,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-05,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-02-02,2020-02-08,2020,160,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-06,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-02-09,2020-02-15,2020,134,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-07,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-02-16,2020-02-22,2020,137,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-08,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-02-23,2020-02-29,2020,135,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-09,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-03-01,2020-03-07,2020,141,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-10,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-03-08,2020-03-14,2020,113,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-11,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-03-15,2020-03-21,2020,92,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-12,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-03-22,2020-03-28,2020,70,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-13,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-03-29,2020-04-04,2020,99,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-14,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-04-05,2020-04-11,2020,101,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-15,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-04-12,2020-04-18,2020,141,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-16,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-04-19,2020-04-25,2020,145,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-17,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-04-26,2020-05-02,2020,155,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-18,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-05-03,2020-05-09,2020,191,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-19,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-05-10,2020-05-16,2020,189,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-20,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-05-17,2020-05-23,2020,241,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-21,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-05-24,2020-05-30,2020,270,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-22,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-05-31,2020-06-06,2020,349,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-23,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-06-07,2020-06-13,2020,392,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-24,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-06-14,2020-06-20,2020,407,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-25,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-06-21,2020-06-27,2020,425,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-26,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-06-28,2020-07-04,2020,468,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-27,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-07-05,2020-07-11,2020,398,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-28,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-07-12,2020-07-18,2020,416,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-29,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-07-19,2020-07-25,2020,442,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-30,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-07-26,2020-08-01,2020,397,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-31,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-08-02,2020-08-08,2020,428,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-32,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-08-09,2020-08-15,2020,332,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-33,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-08-16,2020-08-22,2020,254,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-34,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-08-23,2020-08-29,2020,200,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-35,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-08-30,2020-09-05,2020,209,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-36,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-09-06,2020-09-12,2020,175,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-37,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-09-13,2020-09-19,2020,155,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-38,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-09-20,2020-09-26,2020,146,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-39,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-09-27,2020-10-03,2020,119,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-40,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-10-04,2020-10-10,2020,103,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-41,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-10-11,2020-10-17,2020,100,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-42,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-10-18,2020-10-24,2020,109,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-43,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-10-25,2020-10-31,2020,97,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-44,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-11-01,2020-11-07,2020,106,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-45,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-11-08,2020-11-14,2020,99,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-46,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-11-15,2020-11-21,2020,106,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-47,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-11-22,2020-11-28,2020,85,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-48,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-11-29,2020-12-05,2020,59,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-49,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-12-06,2020-12-12,2020,60,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-50,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-12-13,2020-12-19,2020,55,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-51,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-12-20,2020-12-26,2020,42,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-52,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2020-12-27,2021-01-02,2020,32,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-53,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-01-01,2021-12-31,2021,5174,Total,Admin0,Year,WHOPAHO-ALL-19802024-Y03-00,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-01-03,2021-01-09,2021,87,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-01,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-01-10,2021-01-16,2021,50,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-02,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-01-17,2021-01-23,2021,71,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-03,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-01-24,2021-01-30,2021,85,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-04,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-01-31,2021-02-06,2021,76,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-05,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-02-07,2021-02-13,2021,64,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-06,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-02-14,2021-02-20,2021,78,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-07,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-02-21,2021-02-27,2021,81,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-08,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-02-28,2021-03-06,2021,64,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-09,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-03-07,2021-03-13,2021,80,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-10,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-03-14,2021-03-20,2021,67,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-11,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-03-21,2021-03-27,2021,76,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-12,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-03-28,2021-04-03,2021,46,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-13,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-04-04,2021-04-10,2021,51,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-14,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-04-11,2021-04-17,2021,44,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-15,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-04-18,2021-04-24,2021,44,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-16,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-04-25,2021-05-01,2021,46,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-17,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-05-02,2021-05-08,2021,45,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-18,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-05-09,2021-05-15,2021,47,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-19,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-05-16,2021-05-22,2021,52,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-20,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-05-23,2021-05-29,2021,48,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-21,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-05-30,2021-06-05,2021,54,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-22,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-06-06,2021-06-12,2021,48,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-23,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-06-13,2021-06-19,2021,83,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-24,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-06-20,2021-06-26,2021,98,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-25,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-06-27,2021-07-03,2021,102,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-26,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-07-04,2021-07-10,2021,132,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-27,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-07-11,2021-07-17,2021,137,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-28,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-07-18,2021-07-24,2021,110,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-29,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-07-25,2021-07-31,2021,107,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-30,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-08-01,2021-08-07,2021,164,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-31,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-08-08,2021-08-14,2021,131,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-32,PAHO
COSTA RICA,NA,NA,COSTA RICA,CRI,61,CRI,NA,2021-08-15,2021-08-21,2021,107,Total,Admin0,Week,WHOPAHO-ALL-20142022-W01-33,PAHO
